"site","human_influence_index","annual_temp","annual_prec","prec_seasonality","prec_driest_quarter","prec_warmest_quarter","mean_temp_diurnal_range","isothermality","temp_seasonality","temp_annual_range","annual_pet","aridity_index","climate_moisture","continentality","aurhely_annual_prec","aurhely_annual_temp","gsl","longitude","latitude"
"385721",13,46.0496650675571,934.412071028736,17.8672508215239,191.716952594279,192.089501623778,82,302.527246726676,6429.67506138585,272.078255725125,631.455370338726,25.510401246265,0.431760489829699,16.2176589596374,1118.91999053955,3.78166669209798,163,6.66909467744448,44.3193825494654
"385725",13,46.0496650675571,934.412071028736,17.8672508215239,191.716952594279,192.089501623778,82,302.527246726676,6429.67506138585,272.078255725125,631.455370338726,25.510401246265,0.431760489829699,16.2176589596374,1118.91999053955,3.78166669209798,163,6.66909467744448,44.3193825494654
"385727",13,46.0496650675571,934.412071028736,17.8672508215239,191.716952594279,192.089501623778,82,302.527246726676,6429.67506138585,272.078255725125,631.455370338726,25.510401246265,0.431760489829699,16.2176589596374,1118.91999053955,3.78166669209798,163,6.66909467744448,44.3193825494654
"385729",13,46.0496650675571,934.412071028736,17.8672508215239,191.716952594279,192.089501623778,82,302.527246726676,6429.67506138585,272.078255725125,631.455370338726,25.510401246265,0.431760489829699,16.2176589596374,1118.91999053955,3.78166669209798,163,6.66909467744448,44.3193825494654
"385733",13,46.0496650675571,934.412071028736,17.8672508215239,191.716952594279,192.089501623778,82,302.527246726676,6429.67506138585,272.078255725125,631.455370338726,25.510401246265,0.431760489829699,16.2176589596374,1118.91999053955,3.78166669209798,163,6.66909467744448,44.3193825494654
"385739",13,46.0496650675571,934.412071028736,17.8672508215239,191.716952594279,192.089501623778,82,302.527246726676,6429.67506138585,272.078255725125,631.455370338726,25.510401246265,0.431760489829699,16.2176589596374,1118.91999053955,3.78166669209798,163,6.66909467744448,44.3193825494654
"385740",13,46.0496650675571,934.412071028736,17.8672508215239,191.716952594279,192.089501623778,82,302.527246726676,6429.67506138585,272.078255725125,631.455370338726,25.510401246265,0.431760489829699,16.2176589596374,1118.91999053955,3.78166669209798,163,6.66909467744448,44.3193825494654
"385741",13,46.0496650675571,934.412071028736,17.8672508215239,191.716952594279,192.089501623778,82,302.527246726676,6429.67506138585,272.078255725125,631.455370338726,25.510401246265,0.431760489829699,16.2176589596374,1118.91999053955,3.78166669209798,163,6.66909467744448,44.3193825494654
"385745",13,46.0496650675571,934.412071028736,17.8672508215239,191.716952594279,192.089501623778,82,302.527246726676,6429.67506138585,272.078255725125,631.455370338726,25.510401246265,0.431760489829699,16.2176589596374,1118.91999053955,3.78166669209798,163,6.66909467744448,44.3193825494654
"385746",13,46.0496650675571,934.412071028736,17.8672508215239,191.716952594279,192.089501623778,82,302.527246726676,6429.67506138585,272.078255725125,631.455370338726,25.510401246265,0.431760489829699,16.2176589596374,1118.91999053955,3.78166669209798,163,6.66909467744448,44.3193825494654
"385748",13,46.0496650675571,934.412071028736,17.8672508215239,191.716952594279,192.089501623778,82,302.527246726676,6429.67506138585,272.078255725125,631.455370338726,25.510401246265,0.431760489829699,16.2176589596374,1118.91999053955,3.78166669209798,163,6.66909467744448,44.3193825494654
"385754",13,46.0496650675571,934.412071028736,17.8672508215239,191.716952594279,192.089501623778,82,302.527246726676,6429.67506138585,272.078255725125,631.455370338726,25.510401246265,0.431760489829699,16.2176589596374,1118.91999053955,3.78166669209798,163,6.66909467744448,44.3193825494654
"385757",13,46.0496650675571,934.412071028736,17.8672508215239,191.716952594279,192.089501623778,82,302.527246726676,6429.67506138585,272.078255725125,631.455370338726,25.510401246265,0.431760489829699,16.2176589596374,1118.91999053955,3.78166669209798,163,6.66909467744448,44.3193825494654
"385763",13,46.0496650675571,934.412071028736,17.8672508215239,191.716952594279,192.089501623778,82,302.527246726676,6429.67506138585,272.078255725125,631.455370338726,25.510401246265,0.431760489829699,16.2176589596374,1118.91999053955,3.78166669209798,163,6.66909467744448,44.3193825494654
"385767",13,46.0496650675571,934.412071028736,17.8672508215239,191.716952594279,192.089501623778,82,302.527246726676,6429.67506138585,272.078255725125,631.455370338726,25.510401246265,0.431760489829699,16.2176589596374,1118.91999053955,3.78166669209798,163,6.66909467744448,44.3193825494654
"385768",13,46.0496650675571,934.412071028736,17.8672508215239,191.716952594279,192.089501623778,82,302.527246726676,6429.67506138585,272.078255725125,631.455370338726,25.510401246265,0.431760489829699,16.2176589596374,1118.91999053955,3.78166669209798,163,6.66909467744448,44.3193825494654
"385769",13,46.0496650675571,934.412071028736,17.8672508215239,191.716952594279,192.089501623778,82,302.527246726676,6429.67506138585,272.078255725125,631.455370338726,25.510401246265,0.431760489829699,16.2176589596374,1118.91999053955,3.78166669209798,163,6.66909467744448,44.3193825494654
"385770",13,46.0496650675571,934.412071028736,17.8672508215239,191.716952594279,192.089501623778,82,302.527246726676,6429.67506138585,272.078255725125,631.455370338726,25.510401246265,0.431760489829699,16.2176589596374,1118.91999053955,3.78166669209798,163,6.66909467744448,44.3193825494654
"385771",13,46.0496650675571,934.412071028736,17.8672508215239,191.716952594279,192.089501623778,82,302.527246726676,6429.67506138585,272.078255725125,631.455370338726,25.510401246265,0.431760489829699,16.2176589596374,1118.91999053955,3.78166669209798,163,6.66909467744448,44.3193825494654
"385772",13,46.0496650675571,934.412071028736,17.8672508215239,191.716952594279,192.089501623778,82,302.527246726676,6429.67506138585,272.078255725125,631.455370338726,25.510401246265,0.431760489829699,16.2176589596374,1118.91999053955,3.78166669209798,163,6.66909467744448,44.3193825494654
"385773",13,46.0496650675571,934.412071028736,17.8672508215239,191.716952594279,192.089501623778,82,302.527246726676,6429.67506138585,272.078255725125,631.455370338726,25.510401246265,0.431760489829699,16.2176589596374,1118.91999053955,3.78166669209798,163,6.66909467744448,44.3193825494654
"385776",13,46.0496650675571,934.412071028736,17.8672508215239,191.716952594279,192.089501623778,82,302.527246726676,6429.67506138585,272.078255725125,631.455370338726,25.510401246265,0.431760489829699,16.2176589596374,1118.91999053955,3.78166669209798,163,6.66909467744448,44.3193825494654
"385777",13,46.0496650675571,934.412071028736,17.8672508215239,191.716952594279,192.089501623778,82,302.527246726676,6429.67506138585,272.078255725125,631.455370338726,25.510401246265,0.431760489829699,16.2176589596374,1118.91999053955,3.78166669209798,163,6.66909467744448,44.3193825494654
"385778",13,46.0496650675571,934.412071028736,17.8672508215239,191.716952594279,192.089501623778,82,302.527246726676,6429.67506138585,272.078255725125,631.455370338726,25.510401246265,0.431760489829699,16.2176589596374,1118.91999053955,3.78166669209798,163,6.66909467744448,44.3193825494654
"385779",13,46.0496650675571,934.412071028736,17.8672508215239,191.716952594279,192.089501623778,82,302.527246726676,6429.67506138585,272.078255725125,631.455370338726,25.510401246265,0.431760489829699,16.2176589596374,1118.91999053955,3.78166669209798,163,6.66909467744448,44.3193825494654
"386883",9,37.3803479683522,1132.33483696089,17,233.316269732823,235.532743648797,80,301.825892169366,6275.00295553845,265.065870872648,576.791887053098,32.5187419800648,0.505108663853331,15.5623493401895,1312.43998718262,5.41366674105326,184,6.63034930472421,44.1123919152484
"386885",9,29.5416419806018,1144.42495835119,16.4879313604405,237.281012891261,244.838795289548,80,302.340022647768,6249.0805813515,263.659977352232,552.389744486632,26.3510166152846,0.546738253332614,15.5021510494295,1312.43998718262,5.41366674105326,184,6.64282851053867,44.1119775482545
"386888",9,41.1697527314494,1102.21405660192,16.8812201655564,227.387863103635,237.007534153104,80,301.030536660632,6290.04479915092,264.969463339368,600.470544804438,20.7295448075828,0.470429394078181,15.7359996738822,1312.43998718262,5.41366674105326,184,6.64340471776105,44.1209684613403
"386889",9,41.1697527314494,1102.21405660192,16.8812201655564,227.387863103635,237.007534153104,80,301.030536660632,6290.04479915092,264.969463339368,600.470544804438,20.7295448075828,0.470429394078181,15.7359996738822,1312.43998718262,5.41366674105326,184,6.64340471776105,44.1209684613403
"386892",9,41.1697527314494,1102.21405660192,16.8812201655564,227.387863103635,237.007534153104,80,301.030536660632,6290.04479915092,264.969463339368,600.470544804438,20.7295448075828,0.470429394078181,15.7359996738822,1312.43998718262,5.41366674105326,184,6.64340471776105,44.1209684613403
"386893",9,41.1697527314494,1102.21405660192,16.8812201655564,227.387863103635,237.007534153104,80,301.030536660632,6290.04479915092,264.969463339368,600.470544804438,20.7295448075828,0.470429394078181,15.7359996738822,1312.43998718262,5.41366674105326,184,6.64340471776105,44.1209684613403
"386894",9,41.1697527314494,1102.21405660192,16.8812201655564,227.387863103635,237.007534153104,80,301.030536660632,6290.04479915092,264.969463339368,600.470544804438,20.7295448075828,0.470429394078181,15.7359996738822,1312.43998718262,5.41366674105326,184,6.64340471776105,44.1209684613403
"386895",9,41.1697527314494,1102.21405660192,16.8812201655564,227.387863103635,237.007534153104,80,301.030536660632,6290.04479915092,264.969463339368,600.470544804438,20.7295448075828,0.470429394078181,15.7359996738822,1312.43998718262,5.41366674105326,184,6.64340471776105,44.1209684613403
"386898",9,17.9113143482768,1212.12454034297,17.9727162939167,246.547922762907,252.210871257748,80,303.461248128577,6214.31159143354,262.839348779014,506.3823316254,15.498697685066,0.61384904794896,15.2093879196507,1312.43998718262,5.41366674105326,184,6.6558857097229,44.1205526057971
"386899",9,17.9113143482768,1212.12454034297,17.9727162939167,246.547922762907,252.210871257748,80,303.461248128577,6214.31159143354,262.839348779014,506.3823316254,15.498697685066,0.61384904794896,15.2093879196507,1312.43998718262,5.41366674105326,184,6.6558857097229,44.1205526057971
"386901",9,17.9113143482768,1212.12454034297,17.9727162939167,246.547922762907,252.210871257748,80,303.461248128577,6214.31159143354,262.839348779014,506.3823316254,15.498697685066,0.61384904794896,15.2093879196507,1312.43998718262,5.41366674105326,184,6.6558857097229,44.1205526057971
"386903",9,17.9113143482768,1212.12454034297,17.9727162939167,246.547922762907,252.210871257748,80,303.461248128577,6214.31159143354,262.839348779014,506.3823316254,15.498697685066,0.61384904794896,15.2093879196507,1312.43998718262,5.41366674105326,184,6.6558857097229,44.1205526057971
"386905",9,17.9113143482768,1212.12454034297,17.9727162939167,246.547922762907,252.210871257748,80,303.461248128577,6214.31159143354,262.839348779014,506.3823316254,15.498697685066,0.61384904794896,15.2093879196507,1312.43998718262,5.41366674105326,184,6.6558857097229,44.1205526057971
"386906",9,17.9113143482768,1212.12454034297,17.9727162939167,246.547922762907,252.210871257748,80,303.461248128577,6214.31159143354,262.839348779014,506.3823316254,15.498697685066,0.61384904794896,15.2093879196507,1312.43998718262,5.41366674105326,184,6.6558857097229,44.1205526057971
"386907",9,11.3600696170798,1260.57139677592,19.2966164615167,251.343313921403,252.433073264615,80,303.882935847237,6191.70235129425,262.117064152763,490.479839590839,10.5821139205135,0.635464227048348,15.145393490079,1312.43998718262,5.41366674105326,184,6.66836651888168,44.1201353292404
"386910",9,8.6803378186815,1148.79097792949,21.3498268334274,222.313087833859,225.532291149586,79,303.020835754481,6162.16424485546,260.453873995251,476.204304952397,7.26185269264355,0.654084368495107,15.0632485539846,1316.44000244141,6.16399991114934,149,6.69157590090764,44.0923247128653
"386911",9,8.6803378186815,1148.79097792949,21.3498268334274,222.313087833859,225.532291149586,79,303.020835754481,6162.16424485546,260.453873995251,476.204304952397,7.26185269264355,0.654084368495107,15.0632485539846,1316.44000244141,6.16399991114934,149,6.69157590090764,44.0923247128653
"386916",9,16.2856080777844,1210.20560436232,18.2342678530657,243.594765926197,251.290841287944,79.7317134220843,303.367725822477,6202.61109236547,262.497445569019,499.494124255481,14.0201206718525,0.62253449787327,15.181329664199,1312.43998718262,5.41366674105326,184,6.66778637525684,44.1111445518548
"386917",9,16.2856080777844,1210.20560436232,18.2342678530657,243.594765926197,251.290841287944,79.7317134220843,303.367725822477,6202.61109236547,262.497445569019,499.494124255481,14.0201206718525,0.62253449787327,15.181329664199,1312.43998718262,5.41366674105326,184,6.66778637525684,44.1111445518548
"386918",9,16.2856080777844,1210.20560436232,18.2342678530657,243.594765926197,251.290841287944,79.7317134220843,303.367725822477,6202.61109236547,262.497445569019,499.494124255481,14.0201206718525,0.62253449787327,15.181329664199,1312.43998718262,5.41366674105326,184,6.66778637525684,44.1111445518548
"386921",9,6.31811003977935,1274.40695941763,21.2339460955503,244.647493383813,244.647493383813,79,303.716286536629,6169.24125370059,261.283713463371,478.368417388319,6.64324565325466,0.650489222636525,15.0429256148323,1312.43998718262,5.41366674105326,184,6.68026503292191,44.1107259225132
"386922",9,6.31811003977935,1274.40695941763,21.2339460955503,244.647493383813,244.647493383813,79,303.716286536629,6169.24125370059,261.283713463371,478.368417388319,6.64324565325466,0.650489222636525,15.0429256148323,1312.43998718262,5.41366674105326,184,6.68026503292191,44.1107259225132
"386923",9,6.31811003977935,1274.40695941763,21.2339460955503,244.647493383813,244.647493383813,79,303.716286536629,6169.24125370059,261.283713463371,478.368417388319,6.64324565325466,0.650489222636525,15.0429256148323,1312.43998718262,5.41366674105326,184,6.68026503292191,44.1107259225132
"386926",9,11.0457755964879,1259.42954464329,22,235.573719933876,235.573719933876,79,303.224006216872,6183.15774962011,261.634840418003,489.161216790045,10.5935273302464,0.637053193903599,15.1026146389884,1389.15999603271,4.93566678961118,177,6.69274350663196,44.1103058724536
"386928",9,11.9482434319319,1265.0739894005,21.1640279453575,242.280964499833,242.280964499833,79.6651682693973,303.510118276239,6191.67391407913,261.829196214755,492.947272903023,11.4269959610026,0.631792790062719,15.1074207335228,1312.43998718262,5.41366674105326,184,6.6808471446178,44.1197166317024
"386932",9,17.2418441458839,1229.72663976337,21.6528103085876,232.626431821385,232.626431821385,79.3471896914124,302.714387566655,6207.25674093668,262.285612433345,509.578126393245,16.6960876575369,0.610842651302578,15.1926315176995,1389.15999603271,4.93566678961118,177,6.69332758631173,44.1192965132154
"386933",9,17.2418441458839,1229.72663976337,21.6528103085876,232.626431821385,232.626431821385,79.3471896914124,302.714387566655,6207.25674093668,262.285612433345,509.578126393245,16.6960876575369,0.610842651302578,15.1926315176995,1389.15999603271,4.93566678961118,177,6.69332758631173,44.1192965132154
"386934",9,11.0457755964879,1259.42954464329,22,235.573719933876,235.573719933876,79,303.224006216872,6183.15774962011,261.634840418003,489.161216790045,10.5935273302464,0.637053193903599,15.1026146389884,1389.15999603271,4.93566678961118,177,6.69274350663196,44.1103058724536
"386935",9,11.0457755964879,1259.42954464329,22,235.573719933876,235.573719933876,79,303.224006216872,6183.15774962011,261.634840418003,489.161216790045,10.5935273302464,0.637053193903599,15.1026146389884,1389.15999603271,4.93566678961118,177,6.69274350663196,44.1103058724536
"386936",9,15.3797371032172,1238.81420500618,22.7392652819004,225.835820676711,225.835820676711,79,302.176199522976,6192.164946261,261.393707562699,500.482660814078,13.9367014282963,0.623559457648037,15.1644506350514,1389.15999603271,4.93566678961118,177,6.70522179576781,44.1098844017085
"387301",9.55012259762354,86.7685940418663,689.731958096182,20.9111856691844,136.22509039316,139.626734083581,83,301,6522.95525395309,275,811.908997909999,35.6931407672226,0.081521285423354,17.1845162912156,1057.00001525879,7.10833325187365,201,6.27666951875899,44.2676805354374
"387304",9.55012259762354,86.7685940418663,689.731958096182,20.9111856691844,136.22509039316,139.626734083581,83,301,6522.95525395309,275,811.908997909999,35.6931407672226,0.081521285423354,17.1845162912156,1057.00001525879,7.10833325187365,201,6.27666951875899,44.2676805354374
"387306",9.55012259762354,86.7685940418663,689.731958096182,20.9111856691844,136.22509039316,139.626734083581,83,301,6522.95525395309,275,811.908997909999,35.6931407672226,0.081521285423354,17.1845162912156,1057.00001525879,7.10833325187365,201,6.27666951875899,44.2676805354374
"387314",9.24485570548957,77.0454606234272,742.031758819078,22.0260827256152,144.888736538465,150.896916747831,83,301.912133913247,6496.00467261966,274.199053363675,800.774809392162,33.5723476230951,0.107427985675079,17.1439300705283,1057.00001525879,7.10833325187365,201,6.26467129779668,44.2770467586316
"387318",9.24485570548957,77.0454606234272,742.031758819078,22.0260827256152,144.888736538465,150.896916747831,83,301.912133913247,6496.00467261966,274.199053363675,800.774809392162,33.5723476230951,0.107427985675079,17.1439300705283,1057.00001525879,7.10833325187365,201,6.26467129779668,44.2770467586316
"387319",9.24485570548957,77.0454606234272,742.031758819078,22.0260827256152,144.888736538465,150.896916747831,83,301.912133913247,6496.00467261966,274.199053363675,800.774809392162,33.5723476230951,0.107427985675079,17.1439300705283,1057.00001525879,7.10833325187365,201,6.26467129779668,44.2770467586316
"387320",9.24485570548957,77.0454606234272,742.031758819078,22.0260827256152,144.888736538465,150.896916747831,83,301.912133913247,6496.00467261966,274.199053363675,800.774809392162,33.5723476230951,0.107427985675079,17.1439300705283,1057.00001525879,7.10833325187365,201,6.26467129779668,44.2770467586316
"387324",14.9128608946108,74.7697170012977,764.219069155925,22.0304314481608,148.97284249046,153.219896578894,83,302.429114589502,6490.95430889929,273.890077283796,770.47676759455,33.6856376387493,0.172606775655388,16.9796049298362,1178.27998352051,5.97566669782003,185,6.25266911461204,44.2864117147229
"387644",5,-4.99102272127966,1115.82737919868,20.2719226415407,218.306122601422,227.718556306218,82,306.047477828668,6251.00542766483,266,429.840631580341,0,0.719618646807756,15.0028999113087,1127.4400100708,2.59800009230773,105,6.80761720111153,44.3316580450603
"387652",5,5.34881378993615,997.959614324101,18.7788864105372,196.182771400802,211.407630444433,82,305.289315872307,6283.81625083279,266.931797717156,478.193215599275,2.51754840497182,0.657553679856522,15.2375224700796,1127.4400100708,2.59800009230773,105,6.79448843919572,44.3231001570691
"387860",14.6331046419177,118.769606077869,933.547991736723,25.6662286935457,134.918101778855,156.026287974303,77,294.666228693546,6268.20457379625,261.333771306454,865.196842622078,48.2374428809993,-0.0997539883188011,16.6438604996955,803.919998168945,11.8743333816528,217,5.62981915123353,43.8348108047686
"387862",20,125.849034583399,862.132481575253,24.7602955643786,128.292380676648,148.721585796162,77,294,6296.74460550951,262.33211086366,901.067972091919,52.8973728231788,-0.175679617728359,16.7724919480935,803.919998168945,11.8743333816528,217,5.63023317802824,43.8438048601034
"387863",20,125.849034583399,862.132481575253,24.7602955643786,128.292380676648,148.721585796162,77,294,6296.74460550951,262.33211086366,901.067972091919,52.8973728231788,-0.175679617728359,16.7724919480935,803.919998168945,11.8743333816528,217,5.63023317802824,43.8438048601034
"387880",11,120.934479898272,926.171200948159,28.3149328928805,126.811513313064,147.49956297576,78,295,6325.04325469048,263.997017444424,883.819596879635,49.9473090033975,-0.132666373348522,16.6820728564714,774.040000915527,12.7426667531331,232,5.74336549393263,43.8680313217857
"387956",23,122.929462434976,739.884482461716,32,97.3623259713563,112.724651942713,79,296.012778795882,6362.87775330342,266,893.272158737699,50.3818505243133,-0.145741499755289,16.7978408558207,830.359996795654,12.0579998970032,217,5.72857062421631,43.9121381761646
"387957",23,122.929462434976,739.884482461716,32,97.3623259713563,112.724651942713,79,296.012778795882,6362.87775330342,266,893.272158737699,50.3818505243133,-0.145741499755289,16.7978408558207,830.359996795654,12.0579998970032,217,5.72857062421631,43.9121381761646
"387960",23,122.929462434976,739.884482461716,32,97.3623259713563,112.724651942713,79,296.012778795882,6362.87775330342,266,893.272158737699,50.3818505243133,-0.145741499755289,16.7978408558207,830.359996795654,12.0579998970032,217,5.72857062421631,43.9121381761646
"387961",23,122.929462434976,739.884482461716,32,97.3623259713563,112.724651942713,79,296.012778795882,6362.87775330342,266,893.272158737699,50.3818505243133,-0.145741499755289,16.7978408558207,830.359996795654,12.0579998970032,217,5.72857062421631,43.9121381761646
"387962",23,122.929462434976,739.884482461716,32,97.3623259713563,112.724651942713,79,296.012778795882,6362.87775330342,266,893.272158737699,50.3818505243133,-0.145741499755289,16.7978408558207,830.359996795654,12.0579998970032,217,5.72857062421631,43.9121381761646
"387963",23,122.929462434976,739.884482461716,32,97.3623259713563,112.724651942713,79,296.012778795882,6362.87775330342,266,893.272158737699,50.3818505243133,-0.145741499755289,16.7978408558207,830.359996795654,12.0579998970032,217,5.72857062421631,43.9121381761646
"387964",23,122.929462434976,739.884482461716,32,97.3623259713563,112.724651942713,79,296.012778795882,6362.87775330342,266,893.272158737699,50.3818505243133,-0.145741499755289,16.7978408558207,830.359996795654,12.0579998970032,217,5.72857062421631,43.9121381761646
"387965",23,122.929462434976,739.884482461716,32,97.3623259713563,112.724651942713,79,296.012778795882,6362.87775330342,266,893.272158737699,50.3818505243133,-0.145741499755289,16.7978408558207,830.359996795654,12.0579998970032,217,5.72857062421631,43.9121381761646
"387967",23,122.929462434976,739.884482461716,32,97.3623259713563,112.724651942713,79,296.012778795882,6362.87775330342,266,893.272158737699,50.3818505243133,-0.145741499755289,16.7978408558207,830.359996795654,12.0579998970032,217,5.72857062421631,43.9121381761646
"387969",23,122.929462434976,739.884482461716,32,97.3623259713563,112.724651942713,79,296.012778795882,6362.87775330342,266,893.272158737699,50.3818505243133,-0.145741499755289,16.7978408558207,830.359996795654,12.0579998970032,217,5.72857062421631,43.9121381761646
"387970",23,122.929462434976,739.884482461716,32,97.3623259713563,112.724651942713,79,296.012778795882,6362.87775330342,266,893.272158737699,50.3818505243133,-0.145741499755289,16.7978408558207,830.359996795654,12.0579998970032,217,5.72857062421631,43.9121381761646
"387971",23,122.929462434976,739.884482461716,32,97.3623259713563,112.724651942713,79,296.012778795882,6362.87775330342,266,893.272158737699,50.3818505243133,-0.145741499755289,16.7978408558207,830.359996795654,12.0579998970032,217,5.72857062421631,43.9121381761646
"387972",23,122.929462434976,739.884482461716,32,97.3623259713563,112.724651942713,79,296.012778795882,6362.87775330342,266,893.272158737699,50.3818505243133,-0.145741499755289,16.7978408558207,830.359996795654,12.0579998970032,217,5.72857062421631,43.9121381761646
"387973",23,122.929462434976,739.884482461716,32,97.3623259713563,112.724651942713,79,296.012778795882,6362.87775330342,266,893.272158737699,50.3818505243133,-0.145741499755289,16.7978408558207,830.359996795654,12.0579998970032,217,5.72857062421631,43.9121381761646
"387975",23,122.929462434976,739.884482461716,32,97.3623259713563,112.724651942713,79,296.012778795882,6362.87775330342,266,893.272158737699,50.3818505243133,-0.145741499755289,16.7978408558207,830.359996795654,12.0579998970032,217,5.72857062421631,43.9121381761646
"387976",23,122.929462434976,739.884482461716,32,97.3623259713563,112.724651942713,79,296.012778795882,6362.87775330342,266,893.272158737699,50.3818505243133,-0.145741499755289,16.7978408558207,830.359996795654,12.0579998970032,217,5.72857062421631,43.9121381761646
"387977",23,122.929462434976,739.884482461716,32,97.3623259713563,112.724651942713,79,296.012778795882,6362.87775330342,266,893.272158737699,50.3818505243133,-0.145741499755289,16.7978408558207,830.359996795654,12.0579998970032,217,5.72857062421631,43.9121381761646
"387978",23,122.929462434976,739.884482461716,32,97.3623259713563,112.724651942713,79,296.012778795882,6362.87775330342,266,893.272158737699,50.3818505243133,-0.145741499755289,16.7978408558207,830.359996795654,12.0579998970032,217,5.72857062421631,43.9121381761646
"387979",23,122.929462434976,739.884482461716,32,97.3623259713563,112.724651942713,79,296.012778795882,6362.87775330342,266,893.272158737699,50.3818505243133,-0.145741499755289,16.7978408558207,830.359996795654,12.0579998970032,217,5.72857062421631,43.9121381761646
"387980",23,122.929462434976,739.884482461716,32,97.3623259713563,112.724651942713,79,296.012778795882,6362.87775330342,266,893.272158737699,50.3818505243133,-0.145741499755289,16.7978408558207,830.359996795654,12.0579998970032,217,5.72857062421631,43.9121381761646
"387981",23,122.929462434976,739.884482461716,32,97.3623259713563,112.724651942713,79,296.012778795882,6362.87775330342,266,893.272158737699,50.3818505243133,-0.145741499755289,16.7978408558207,830.359996795654,12.0579998970032,217,5.72857062421631,43.9121381761646
"387982",23,122.929462434976,739.884482461716,32,97.3623259713563,112.724651942713,79,296.012778795882,6362.87775330342,266,893.272158737699,50.3818505243133,-0.145741499755289,16.7978408558207,830.359996795654,12.0579998970032,217,5.72857062421631,43.9121381761646
"387983",23,122.929462434976,739.884482461716,32,97.3623259713563,112.724651942713,79,296.012778795882,6362.87775330342,266,893.272158737699,50.3818505243133,-0.145741499755289,16.7978408558207,830.359996795654,12.0579998970032,217,5.72857062421631,43.9121381761646
"387984",23,122.929462434976,739.884482461716,32,97.3623259713563,112.724651942713,79,296.012778795882,6362.87775330342,266,893.272158737699,50.3818505243133,-0.145741499755289,16.7978408558207,830.359996795654,12.0579998970032,217,5.72857062421631,43.9121381761646
"387985",23,122.929462434976,739.884482461716,32,97.3623259713563,112.724651942713,79,296.012778795882,6362.87775330342,266,893.272158737699,50.3818505243133,-0.145741499755289,16.7978408558207,830.359996795654,12.0579998970032,217,5.72857062421631,43.9121381761646
"388389",10,20.8965067487528,1138.00899255571,19.4338291416173,210.0658063388,254.698512575148,81.4633014000269,305.897130541644,6278.07479860437,266.283085429191,525.344722448678,15.4614149982754,0.588186850102381,15.4436466043284,1196.52001953125,5.68399993578593,146,6.53498204004755,44.1875889188422
"388390",10,20.8965067487528,1138.00899255571,19.4338291416173,210.0658063388,254.698512575148,81.4633014000269,305.897130541644,6278.07479860437,266.283085429191,525.344722448678,15.4614149982754,0.588186850102381,15.4436466043284,1196.52001953125,5.68399993578593,146,6.53498204004755,44.1875889188422
"388391",9.445713827498,27.0005769031863,1084.85383611602,22.0999058050144,206.7011705436,219.110666428555,81,304.806986629879,6285.82718485856,266.292919175136,546.174614964814,25.2981926699104,0.5600040690838,15.4900024726498,1196.52001953125,5.68399993578593,146,6.54635522648962,44.1692019818324
"388392",9.445713827498,27.0005769031863,1084.85383611602,22.0999058050144,206.7011705436,219.110666428555,81,304.806986629879,6285.82718485856,266.292919175136,546.174614964814,25.2981926699104,0.5600040690838,15.4900024726498,1196.52001953125,5.68399993578593,146,6.54635522648962,44.1692019818324
"388393",9,32.3738626778138,1280.13868039516,18.6820538182565,254.739556657504,262.021072157365,81,304.744817596671,6282.16423839009,266.255182403329,538.782938056975,17.9836049642232,0.567308325593421,15.3658399259455,1043.60000610352,7.20366670886676,201,6.41871630977264,44.1282108316905
"388396",9,27.6772356250906,961.391308043462,21.9640073154933,186.799029829874,195.971261596112,81,304.479839131441,6298.1423711099,266.519639213761,547.795436046024,25.0914856621614,0.559227567592542,15.6023298781284,1186.27998733521,5.66700001955032,186,6.5980320778686,44.1945485648938
"388397",9,27.6772356250906,961.391308043462,21.9640073154933,186.799029829874,195.971261596112,81,304.479839131441,6298.1423711099,266.519639213761,547.795436046024,25.0914856621614,0.559227567592542,15.6023298781284,1186.27998733521,5.66700001955032,186,6.60209137636317,44.1981275405366
"388399",9,-9.32727741652208,1175.32841568589,19.2808622526568,234.89404068948,241.502231013262,82,308,6216.07836108416,264.722050881415,422.031918535991,0,0.725041101953674,14.9388382746424,1297.2799911499,2.96399994293849,127,6.70328526569299,44.2721434074574
"388406",10.978768484648,-11.3061845043065,1189.27093392144,19.1583156135943,238.778641544097,244.014692901186,82,308.445369547182,6213.37363177748,265.147510967517,426.967075957816,0,0.71899964886532,14.955001702027,1160.03999328613,2.98466667334239,150,6.70387268271927,44.2811347420936
"388415",11.8748695916736,25.0343196003012,969.912320637729,19.4256092056757,189.531485603284,189.531485603284,81.1836373032899,303.61119393115,6330.84640130773,268.245866746755,550.548026053222,24.2023993917967,0.557082850435307,15.6443087761876,1160.03999328613,2.98466667334239,150,6.74141947759973,44.2798621351828
"388416",11.8748695916736,25.0343196003012,969.912320637729,19.4256092056757,189.531485603284,189.531485603284,81.1836373032899,303.61119393115,6330.84640130773,268.245866746755,550.548026053222,24.2023993917967,0.557082850435307,15.6443087761876,1160.03999328613,2.98466667334239,150,6.74141947759973,44.2798621351828
"388419",13,6.55577071890219,1087.9616477704,21.0098678182991,209.409738439391,209.409738439391,81.6748365710236,305.993645398781,6271.66028572255,266.681191172243,470.643398784532,4.56532526222281,0.668061758984185,15.1925952111208,1160.03999328613,2.98466667334239,150,6.72890406659295,44.2802877625111
